id,CNN,KNN,LDA,NN,forest,SVM,xgboost,true class
47484,0.38492539525,0.4,0.464681568666,0.269676107643,0.398848221604,0.255212560283,0.277047241264,6
30908,0.999999880791,1.0,0.992798806218,0.999695907269,0.993510283909,0.999999561919,0.999995696569,4
49031,1.0,1.0,0.750096747752,0.997399295196,0.866055968753,0.82333789833,0.79902748596,7
35190,0.999999403954,1.0,0.561509493784,0.971627786158,0.90643914539,0.969642461217,0.896452162443,5
51849,1.0,1.0,0.512949270593,0.690615341961,0.939551982525,0.824668761937,0.553550538441,7
38821,1.0,1.0,0.991654807308,0.997384907796,0.99172968048,0.999869303847,0.998135174938,5
11287,0.951048910618,0.8,0.593852333658,0.590003660431,0.694499610846,0.674198899482,0.692934950246,1
33962,0.97397851944,1.0,0.562636170239,0.68568225175,0.552093582504,0.881510239205,0.735019307136,5
61123,0.626205980778,0.8,0.577438063928,0.993621925509,0.786890681047,0.830087144109,0.746106902397,8
19849,0.779878675938,0.6,0.555646042783,0.532056333031,0.473469926245,0.370449785485,0.35500316089,2
59924,0.906820654869,0.8,0.859541068418,0.994856510466,0.647806688725,0.981098903935,0.889838598968,8
19390,0.97715228796,0.6,0.529009789056,0.600267568912,0.776745153746,0.743607713456,0.696425136284,2
54569,1.0,1.0,0.984885415903,0.999410788653,0.933192431649,0.999316601793,0.999810676765,7
12999,0.967578113079,1.0,0.586930437637,0.83472031655,0.834654720016,0.686287368323,0.657044458631,1
47247,0.865507781506,0.6,0.451299451481,0.551451037129,0.363930980712,0.376662968365,0.607931512118,6
38035,0.999688148499,1.0,0.962739792449,0.972675997216,0.983553799726,0.972086103021,0.990083298184,5
9950,0.959614038467,0.8,0.533577568072,0.536846481847,0.591571256251,0.65533263149,0.824717945576,1
24902,0.986223816872,1.0,0.671766699476,0.940491162243,0.991610756511,0.891478084659,0.951599061497,2
25882,0.995913565159,0.6,0.474277004561,0.697202900941,0.861441645058,0.656370335144,0.811181875433,2
27679,0.620086431503,0.8,0.619502548354,0.796174273606,0.528161767216,0.704132061197,0.437683306591,3
383,0.842029094696,0.4,0.64472375419,0.508043826228,0.43279270321,0.361198403374,0.399939622144,0
44571,0.989100635052,0.4,0.606650947016,0.516771797537,0.347936272186,0.366069848705,0.385365349101,5
7979,0.549906551838,1.0,0.545672291422,0.969699227884,0.778823790797,0.855353805057,0.932137950125,1
53428,0.919367313385,1.0,0.910504085451,0.944275528236,0.81420008987,0.965482273722,0.849562268187,7
28285,0.796217381954,0.6,0.650870115239,0.540628305061,0.521632912836,0.59199405005,0.579343523052,3
4355,0.701427638531,0.8,0.635139428143,0.510442877506,0.821679039773,0.51763590967,0.638890671294,1
30978,0.999533772469,1.0,0.911798193801,0.987980163773,0.993510283909,0.978025121528,0.999383730526,4
57926,0.514665424824,0.8,0.436817184447,0.374290942227,0.888009255318,0.239257062854,0.261258609353,8
17350,0.857797861099,0.6,0.606403431347,0.588594706243,0.837420084092,0.654026742949,0.512346199923,1
51609,1.0,1.0,0.614152192452,0.999967657547,0.976978504205,0.917809223327,0.991860342527,7
61373,0.936284482479,1.0,0.816292413657,0.872834268101,0.943368127802,0.953376466762,0.919791212304,8
4181,0.930591404438,1.0,0.692489742853,0.895504321134,0.977425893687,0.854743290187,0.937279789569,1
53149,0.98872256279,1.0,0.63333165686,0.862841150615,0.988009566659,0.731108972592,0.891297635758,7
12861,0.982016742229,0.6,0.612828838268,0.568390242387,0.608815942644,0.509785469419,0.492794628063,1
7515,0.618858993053,1.0,0.564307535649,0.796952177674,0.698810466132,0.766937147005,0.859148836194,1
33328,0.999777138233,1.0,0.979184401016,0.998315479604,0.993735282828,0.984413000611,0.996909003399,5
36461,1.0,1.0,0.994090594032,0.999517289048,0.930847315221,0.997216870871,0.796954083653,5
19024,0.635967969894,0.6,0.520896127171,0.73457157049,0.765890503791,0.664802171328,0.803421851443,2
34693,0.999997377396,1.0,0.989769424569,0.99977336116,0.993853677862,0.999216220396,0.994053398982,5
13328,0.803830504417,1.0,0.567271207777,0.919974278179,0.824283950359,0.904195114524,0.739803017153,1
31064,0.988967478275,1.0,0.998507521632,0.998867966799,0.62216501142,0.605707226189,0.886830268161,4
38505,1.0,1.0,0.98888140496,0.999999869895,0.979501563113,0.95968241041,0.996649275551,5
40578,0.521564722061,1.0,0.940585576722,0.775173633425,0.935221195351,0.645582670181,0.891748052273,5
15157,0.764530539513,1.0,0.543361989448,0.573720162809,0.641089359568,0.431761978412,0.578298800851,1
54685,0.69207662344,0.6,0.443566567849,0.442898126455,0.77422007976,0.235263237463,0.290781671133,7
50094,0.978142619133,1.0,0.772960188225,0.986567000284,0.868212484123,0.938618332097,0.924950390979,7
16360,0.999633431435,0.8,0.618656723379,0.912545819219,0.911441905961,0.862464789173,0.896641996142,1
20851,0.484822034836,0.6,0.559634753715,0.475708620101,0.355660322798,0.389555662478,0.48948703874,2
14345,0.921728730202,0.6,0.567337819561,0.580915356284,0.626835512623,0.700364799335,0.664861283485,1
15437,0.980894207954,1.0,0.652290033946,0.863067930415,0.984169611085,0.884787451503,0.889583381851,1
28386,0.334256410599,0.6,0.543710892005,0.374494561263,0.386773269069,0.419065821148,0.359539930242,3
41821,0.495164066553,0.6,0.618301396745,0.960582017655,0.909502041699,0.849180714164,0.828517744077,5
49310,0.999420166016,0.6,0.933274548014,0.993295213266,0.910082656442,0.992944450713,0.99055261157,7
38492,1.0,1.0,0.99455799056,0.999998485353,0.994490483512,0.999771424094,0.999780152232,5
47987,0.564544379711,0.4,0.340578190474,0.499865450612,0.571345979244,0.282447653102,0.491433383323,6
47825,0.788163125515,0.6,0.538574511791,0.42177133725,0.404065664985,0.36019709444,0.322977766159,6
58368,0.972956061363,0.8,0.592373233158,0.861956018915,0.900132843624,0.787175413223,0.819035214314,8
61017,0.988650560379,1.0,0.717557440523,0.970273943474,0.989101250836,0.965361334246,0.988202508496,8
33434,0.999921560287,1.0,0.703942968269,0.971895027605,0.96393945555,0.909776755388,0.925428935736,5
25464,0.991938769817,1.0,0.58013314407,0.713824866791,0.915372703916,0.61707301095,0.697084476732,2
8194,0.816876292229,0.6,0.52421196278,0.597871174957,0.841935154002,0.694779166289,0.786752645897,1
29453,0.99380338192,1.0,0.788981130859,0.973382438347,0.990833225295,0.983836608886,0.998336944692,4
1903,0.329253405333,0.4,0.596835005303,0.517893483126,0.290954152529,0.66901084935,0.513669214803,0
55063,0.999969482422,1.0,0.750305803016,0.993813685743,0.982929497521,0.968343473828,0.99521932039,7
4038,0.33180475235,0.6,0.419506304209,0.346196291058,0.465870635713,0.310214611141,0.224548332994,1
14437,0.999877214432,1.0,0.623672208051,0.998064452452,0.930435291912,0.949690454584,0.977351709593,1
43097,1.0,1.0,0.987548125677,0.999986797923,0.989625866656,0.999822211493,0.997998388788,5
26998,0.979635179043,0.8,0.795544038988,0.961599381168,0.90407430512,0.921920913915,0.79293192442,3
25136,0.730327546597,0.6,0.367021135163,0.971027059733,0.246387047653,0.52187332376,0.682680833654,2
55553,0.999527335167,1.0,0.96027279563,0.974674797711,0.987393892479,0.976358634306,0.99387207536,7
592,1.0,0.8,0.801004789829,0.992325187338,0.55261733462,0.644616140516,0.605109135259,0
29884,0.87358212471,0.8,0.341478138578,0.386859380694,0.655303034598,0.398188533696,0.923466201358,4
125,0.618475019932,0.8,0.613801873935,0.784884138884,0.645834129956,0.685772418959,0.752442321889,0
1079,0.49177801609,0.8,0.638235027893,0.886610624041,0.620085450078,0.916790225564,0.838923798573,0
46777,0.978122472763,1.0,0.529204875159,0.950198027229,0.759124466943,0.94831509669,0.882835876168,6
2772,0.966141521931,0.8,0.648181088778,0.870148165098,0.912780751416,0.757790861402,0.858398183654,1
4932,0.80723541975,1.0,0.608158449704,0.901551869954,0.878115329905,0.91012841509,0.868568098233,1
29354,0.998944222927,1.0,0.944935615023,0.998279492325,0.991530473278,0.994642421466,0.999632925035,4
24443,0.534631609917,0.6,0.668615302464,0.633897374308,0.543262435556,0.639161380323,0.561161898309,2
29643,0.999016284943,1.0,0.772045890361,0.976108531413,0.971772119988,0.95837629045,0.998759097464,4
5678,0.939864754677,0.6,0.561350444988,0.663789129575,0.504078367965,0.516370298117,0.48612778272,1
56725,1.0,1.0,0.701480964346,0.999688115808,0.953665578283,0.999958875156,0.998696702747,7
7433,0.985766887665,1.0,0.633673098806,0.905718130876,0.909242878924,0.908103387569,0.704079873781,1
46873,0.999995231628,1.0,0.748457304949,0.869847760719,0.830249818432,0.760509839416,0.961564291749,6
30784,0.999973535538,1.0,0.988004885758,0.996264844432,0.958820753498,0.999348554989,0.965803744653,4
2871,0.991387307644,1.0,0.657498027525,0.9472226106,0.990151466064,0.942291463865,0.973013958766,1
12686,0.765911221504,0.4,0.608932366245,0.431093427234,0.564813777333,0.455210378271,0.469140104427,1
59147,0.692560195923,0.8,0.731985459778,0.732923955547,0.590530808065,0.869663555498,0.506547115674,8
11060,0.991831123829,0.8,0.602861783637,0.875835754839,0.796769675508,0.872246982211,0.916390939957,1
16819,0.997754871845,1.0,0.66831225773,0.963638641741,0.92967145033,0.948362227467,0.975372994904,1
12905,0.503875911236,0.8,0.562944550594,0.483458926955,0.407299152292,0.510959003242,0.393686510233,1
31944,0.999999523163,1.0,0.989490087581,0.999941617481,0.994490483512,0.999316211329,0.998756959006,5
42658,0.997060477734,1.0,0.988743037654,0.998886132152,0.984158495625,0.992707835857,0.985950732295,5
29583,0.999146223068,1.0,0.973608280115,0.999236157825,0.989088161873,0.999999807679,0.999724968841,4
47504,0.651312768459,0.4,0.610136941677,0.552381668892,0.572562461172,0.436935925781,0.334254574131,6
14809,0.996302723885,0.8,0.629226692563,0.800038528731,0.991022343984,0.813390037688,0.92423377495,1
43009,0.995519638062,1.0,0.987777835297,0.976793291474,0.982993810815,0.977173362024,0.9860374605,5
16305,0.720897257328,1.0,0.637752194259,0.60616721051,0.887702837505,0.585930706645,0.566758083686,1
23810,0.975422620773,0.4,0.536985047275,0.709943539716,0.635753184328,0.616870801564,0.624734646077,2
58409,0.993526697159,0.8,0.386278815076,0.819758101972,0.506352211065,0.668608597863,0.66645641388,8
51860,1.0,1.0,0.707586508675,1.0,0.974275223537,0.721926995975,0.999961410574,7
28776,0.999999761581,1.0,0.997678163376,0.999586405319,0.993510283909,0.994811386446,0.999911189339,4
11237,0.559331893921,1.0,0.531010711342,0.82106357709,0.76524317811,0.814410387597,0.913272465291,1
32199,0.997928023338,1.0,0.950161988419,0.980708433661,0.979664624419,0.895322666595,0.849892465509,5
52848,1.0,1.0,0.968270384362,0.999999925923,0.984903046757,0.879082014249,0.999935026788,7
37765,0.999997377396,1.0,0.995123426155,0.98709986409,0.989906800648,0.999932598783,0.994320985657,5
46098,0.935251891613,1.0,0.546988431446,0.609129959476,0.41377314553,0.683580767313,0.427196016911,6
26619,0.817793607712,0.6,0.602509819808,0.666970179736,0.799198957418,0.569164927843,0.55898793767,3
52536,0.996439278126,1.0,0.838706898095,0.955350455559,0.939745726621,0.992270024089,0.969412572483,7
36784,0.650123596191,0.4,0.619663073542,0.427723772572,0.676276079565,0.471347767242,0.486076026512,5
31816,1.0,1.0,0.995979918493,0.999978221792,0.98840096944,0.999453610905,0.999838422659,5
50757,0.999999880791,1.0,0.796868030881,0.999860922317,0.985785799022,0.999969337316,0.997413375861,7
17258,0.963094174862,0.6,0.620730606097,0.757308640876,0.783277282588,0.741577715085,0.624576082097,1
15746,0.84036886692,1.0,0.633451127691,0.843738533586,0.981515416509,0.898789006224,0.969590959521,1
53178,0.999910831451,1.0,0.452396782893,0.881845022843,0.938072838177,0.978264536511,0.984702815034,7
61397,0.594786167145,1.0,0.442124072237,0.46628454497,0.967725460162,0.500137676747,0.936640292788,8
54499,0.932020545006,1.0,0.605245843147,0.925349162037,0.901034681357,0.808725636969,0.902820124037,7
50270,0.998366653919,0.6,0.866544415024,0.998917227613,0.893294207561,0.997879030629,0.97193427941,7
