id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
47484,0.1763128186660862,0.25025392311022182,0.080068722724917635,0.013805025326818156,0.0078598491104081465,0.074690292295706645,0.18165861835007263,0.11709908393374022,0.098251666482028488
30908,1.4095620093535612e-08,4.843027842238454e-08,3.3716073759367693e-08,4.288520806330708e-08,0.99999971480604977,3.3110740328422838e-08,3.2701222042882691e-08,3.7446499516190024e-08,4.2808308088989104e-08
49031,0.00699185266451334,0.0026711613367374899,0.0017559215064712776,0.00056377603179668225,0.00057957083681429468,0.059137994792204579,0.0071017973539182306,0.90348238624638844,0.017715539231155673
35190,0.0036662039672846446,0.00011153345983257695,6.8014541040838463e-05,8.2931733720288068e-05,6.7991584463919611e-05,0.88406642364495736,0.00094935391171982561,0.016265931702186105,0.094721615454794586
51849,0.011740230543655314,0.00074224862279522277,0.0004371243372923883,0.00018992017187230615,0.0001607461081590726,0.023187257717690299,0.0015715215136441123,0.89302879509236921,0.068942155892522186
38821,1.1079486444370806e-08,2.9084389331657099e-09,2.3675807311963662e-09,5.3358947951555416e-09,1.6311809228137819e-09,0.9999379562302787,2.2329638313965286e-05,3.0554502204744891e-05,9.1363066206789833e-06
11287,0.012502419818587421,0.61245508394345072,0.15954899621743648,0.11858111159436396,0.001495282305751776,0.013779639413361659,0.017705449061310784,0.01061873506149702,0.053313282584240437
33962,0.010759996291072273,0.048724593881236698,0.014427724178416089,0.00087171526416535779,0.00046352801266056471,0.76546115317373564,0.11341823600306378,0.039643187568404736,0.006229865627244929
61123,0.013361441327863122,0.0017809010755821511,0.0011716221356509644,0.00098735257678553875,0.0085450096853225566,0.049938596589328678,0.0033208351842570778,0.080570659930823713,0.84032358149438602
19849,0.00051136770797400623,0.51109015308783046,0.41344366509546043,0.071259706235529727,0.00080040899526334565,0.00079673476924605618,0.00098772057691467931,0.00062428524129320409,0.00048595829048809873
59924,0.01122089064244187,0.0026711127698211151,0.00046531725993461894,0.00048055013985314079,1.6235823434409162e-05,0.058938757592763472,0.0002984861151166413,0.0048888793774807234,0.92101977027915394
19390,6.5674876610130739e-05,0.34292687340161565,0.6540484383782218,0.0007781936467305961,0.00043529406539553656,0.0002421779234692782,0.0011062259030784223,0.00033212401557537958,6.4997789303236189e-05
54569,7.9550838512020276e-08,2.9685549766171507e-08,2.6749104615748226e-08,1.9145706220378829e-08,1.5450024094054949e-08,6.5561271829950719e-08,3.7622371452163267e-08,0.99997532470274986,2.4401532383679502e-05
12999,0.010971196110810114,0.61225236198875166,0.16613792828844035,0.070977764439718927,0.003070993268361659,0.014506933895642419,0.098367503492912553,0.0051851793044312569,0.018530139210931201
47247,0.00056170619081170815,0.22633740576662739,0.41094234733223922,0.061117544005506612,0.00037803954950521964,0.0015025184030470783,0.29831461966896422,0.00046142064177700728,0.00038439844152163136
38035,0.002785817873741157,0.00014027257678308724,9.8913043011176021e-05,0.00075319788942385297,2.187325396176164e-05,0.99091666300909664,0.0031845028264712487,0.0016767878467133627,0.00042197168079748982
9950,0.00010749255779372531,0.35786944977179586,0.63504868051939978,0.00080079584947860224,0.00065188536352467667,0.00089263339128514663,0.0030461882183708054,0.0015132918477149349,6.9582480636094468e-05
24902,0.00037124567642721803,0.81487660485367441,0.16060251948892176,0.020061663040359883,0.002294730701828764,0.00031793662800754435,0.00058271206989712161,0.00037165888405831416,0.00052092865682507288
25882,0.0021557671530683278,0.19425510040736318,0.68533488659309139,0.071427915584360346,0.0016416783714395457,0.0027746615555229955,0.037527660512266553,0.0032453269464605234,0.0016370028764272693
27679,0.0017974963090280638,0.36090588272847507,0.12242079473242054,0.49060777929369431,0.00077693827964109795,0.011623555808116155,0.0064483662655670012,0.0023361017336064201,0.003083084849451201
383,0.32076973166618844,0.026381678613288738,0.0062880584232879065,0.0045685577730021762,0.0031116382785965116,0.089015201533853089,0.033801430212387788,0.30591615828678698,0.21014754521260848
44571,0.099697675386290513,0.46408476924928588,0.069778883828336483,0.0035704990537875347,0.0025677192995240488,0.15562728787904734,0.096205958238878592,0.049127618566947751,0.059339588497901663
7979,8.5412846643499626e-05,0.7866338524501213,0.18395399960544212,0.026843802492047413,0.00040531259234795108,0.00087088906247230794,0.00036004501102089061,0.00045388371363308235,0.00039280222627133488
53428,0.024536731374687742,0.0063849300385782877,0.0033914897718849428,0.00086569553870808897,0.0014146579275795984,0.014872189602490036,0.0072921349574785925,0.92115502502391666,0.020087145764676025
28285,0.0012720274674132934,0.60652447065438742,0.25124701511250441,0.11554135397781948,0.015143220157074228,0.002266621711904723,0.0054218094722004425,0.00098378412211406704,0.0015996973245817974
4355,0.0012478336795718654,0.5063962183665226,0.1806029469257561,0.29103501031680828,0.0018477671867336287,0.0029362715091218218,0.012541358956661315,0.0016584727792088591,0.0017341202796156523
30978,0.0098256569545635952,0.089984994515907607,0.022627712566937935,0.026737501426133313,0.8215169764698762,0.011769657614111811,0.0093091822740898784,0.0046344119747212609,0.0035939062036580119
57926,0.16330779549120897,0.18091670417271202,0.07513804919115992,0.067262472423476813,0.013903042302351511,0.095199183308265198,0.15826446134821298,0.19210501485281786,0.053903276909794774
17350,0.00013568908639523619,0.72665223910640853,0.22677904631673157,0.044933985756168061,0.00092166514792506055,0.0001347207013235168,0.0002121101751907698,0.00010114239616381784,0.00012940131369357702
51609,0.0034657648101374039,0.00059924777772575653,0.00042542486401588492,0.00012137966829362368,0.00010244346436622739,0.023524445506554983,0.0059429742670896301,0.96083925295548367,0.004979066686332986
61373,0.032766082828221382,9.3675867338348265e-05,7.9661013494999736e-05,2.8983247213387731e-05,2.4297904131587664e-05,0.0024947915182078383,7.9654988941546363e-05,0.00098024789158933259,0.96345260474086158
4181,0.0063912888754381536,0.71174685764593359,0.14852241236402836,0.086717822192404551,0.015224333296968642,0.0089170171136059712,0.010475886424697779,0.0064391864863489147,0.0055651956005736622
53149,0.016878364722708619,0.66534836472005388,0.15723834061728337,0.054604845396837694,0.0044225711389565617,0.018709680998566479,0.060818785902688188,0.010313061023278834,0.011665985479626065
12861,0.00023217885282983083,0.46364205062115615,0.52306988948507449,0.0016223004860559307,0.0011931797386400696,0.001026282169794724,0.0063317656036550119,0.0027839421103764347,9.8410932417657517e-05
7515,0.0002300362012297347,0.32761716827651344,0.66410547327771041,0.00047276978839245229,0.0014460804042299403,0.00091140903303605736,0.000570420320328273,0.0043574289407030719,0.00028921375785669886
33328,0.0020430677092341696,0.0034373039420239481,0.0020835416328179191,0.0031861749060143642,0.00034392267174445355,0.97799471225449863,0.0061738760103737409,0.0031943122699491259,0.0015430886033435535
36461,5.4890505055008407e-08,3.1891280507856815e-08,3.1617059087123817e-08,2.0882330699508651e-08,1.5417159851946396e-08,0.9996340255772439,0.0002149925254450085,9.6263608560521064e-05,5.4563590415238813e-05
19024,0.0010920865077593124,0.4892504064209614,0.34616354234834668,0.1556708544393158,0.00085033817516105457,0.0016097743119816356,0.0026816592978129972,0.001313301606995174,0.0013680368916661057
34693,4.6182656106619284e-07,5.8208452638727912e-07,4.903472989288839e-07,3.4624957534931831e-07,1.5447301482101851e-07,0.99917824362585006,0.00048590940732855893,0.00021434794733252312,0.00011946403851226943
13328,0.00023164413591703257,0.85682416120584948,0.10999772663980339,0.031485139423903796,0.00023861647533054454,0.00026343933224613574,0.00046379002703020252,0.00022094456060300636,0.00027453819931648834
31064,0.00028627108356564946,0.020607594359757189,0.0052223145911183258,0.0014040734275838158,0.96335548090624201,0.003545582125864664,0.00052297772309842748,0.0034049459384339871,0.0016507598443356757
38505,0.00048428007764105631,0.0003056697664100569,0.00016242674911339045,0.00028811280366512065,0.00011956360440101979,0.9920310675438101,0.0011194204084985936,0.0033360794502946744,0.0021533795961657764
40578,0.040925308142845569,0.001397399591031195,0.00071492886060990407,0.0040961697447144422,0.00023943820793551133,0.91966867203144642,0.017725307647496566,0.0075798811450655959,0.0076528946288548427
15157,0.028882078208544722,0.53822889428087917,0.12158520404501516,0.01273951010053034,0.0046114061707312679,0.10421773295234776,0.10705841378612367,0.027161716670408974,0.055515043785418938
54685,0.11608204005435338,0.25672120071692284,0.10702942063441395,0.072077540045607569,0.031689811239247599,0.092564174922856526,0.10442577904697184,0.18368049758895716,0.035729535750669096
50094,0.00081836685959302334,4.9176374180648896e-06,3.8950108744255674e-06,2.5265565574421613e-06,1.8572771576825237e-06,0.0075567413343001948,3.6171335335021906e-05,0.9893773131695841,0.0021982108191800887
16360,0.00010767898522267022,0.73360136593069936,0.22215036567039151,0.018377775029633042,0.024093668233991308,0.0004782853032768418,0.00033656041756906382,0.00036063666056832542,0.00049366376864775567
20851,0.0059193301356927006,0.45418777901742663,0.257973062247703,0.20426790260800212,0.0048139343187001294,0.027477898190789891,0.036099835846020292,0.0062710460849287998,0.0029892115507364654
14345,0.00023768627384025887,0.63914755038015336,0.17934073617557203,0.17957230973903213,0.00054749342632564744,0.00026856689779562959,0.0004109303302971818,0.00024350443019899236,0.00023122234678457605
